Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL4779836,,None,425.71,0,4.26,11,COc1ccc(N(C)C(=O)NC2COc3ccc(Br)cc3C2)cc1Cl,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL4678245,Allosteric inhibition of human wild-type full-length MALT1 (329 to 824 residues) protease activity using Ac-Leu-Arg-Ser-Arg Rh110-dPro as substrate preincubated for 60 mins followed by substrate addition and measured after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4673331,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.0 hr,,,100
CHEMBL4127369,,None,369.23,0,3.78,10,O=C(Nc1ccc(F)c(Cl)c1)C1CCN(c2nccnc2Cl)CC1,IC50,'=',290,nM,6.54,,,UO_0000065,17.71,0.37,2.76,11.25,0,CHEMBL4122925,Inhibition of cIAP2 fused MALT1 (unknown origin) expressed in HEK293 cells assessed as suppression of NF-kB activation after 24 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4118176,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,,,0.29
CHEMBL4126562,,None,321.85,0,3.4,11,O=C(NC1CCCCC1)C1CCN(c2ncccc2Cl)CC1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL4122924,Inhibition of MALT1 (unknown origin) using Ac-Trp-Leu-Arg-Ser-Arg'Cys(PT14)-NH2 as substrate preincubated for 60 mins followed by substrate addition measured after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4118176,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,,,100
CHEMBL3814576,,None,421.28,0,3.79,9,COCCOc1nc(-c2ccc(Cl)cc2)n(-c2ccc(NC(=O)CCl)cc2)n1,IC50,'=',1600,nM,5.8,,,UO_0000065,13.76,0.28,2.01,7.4,0,CHEMBL3816058,Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5287958,,None,529.45,1,4.75,15,CS(=O)(=O)N[C@H](C(=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1)c1ccccc1,IC50,'=',60,nM,7.22,,,UO_0000065,13.64,0.28,2.47,7.76,0,CHEMBL5244151,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL5241134,1,Scientific Literature,Bioorg Med Chem Lett,2023,None,,INHIBITOR,,0.06
CHEMBL5272624,,None,466.39,0,3.86,27,CCN/C(=N\S(C)(=O)=O)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,IC50,'=',848,nM,6.07,,,UO_0000065,13.02,0.28,2.21,6.87,0,CHEMBL5244151,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL5241134,1,Scientific Literature,Bioorg Med Chem Lett,2023,None,,INHIBITOR,,0.848
CHEMBL5267101,,None,501.4,1,4.03,38,N/C(=N\S(=O)(=O)c1ccncc1)NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,IC50,'=',562,nM,6.25,,,UO_0000065,12.47,0.26,2.22,5.42,0,CHEMBL5244151,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL5241134,1,Scientific Literature,Bioorg Med Chem Lett,2023,None,,INHIBITOR,,0.562
CHEMBL5286997,,None,492.43,0,4.25,28,CS(=O)(=O)/N=C(/NCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1)NCC1CC1,IC50,'=',53,nM,7.28,,,UO_0000065,14.78,0.31,3.03,8.23,0,CHEMBL5244151,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL5241134,1,Scientific Literature,Bioorg Med Chem Lett,2023,None,,INHIBITOR,,0.053
CHEMBL4786953,,None,430.26,0,3.53,5,O=C(Nc1cnc(-n2nccn2)c(Cl)c1)Nc1cnc2cc(Cl)nn2c1C1CC1,IC50,'=',2500,nM,5.6,,,UO_0000065,13.02,0.26,2.07,4.87,0,CHEMBL4705924,Inhibition of MALT1 in human whole blood assessed as reduction in PMA//anti-CD28 antibody-induced IL2 level pre-incubated for 1 hrs before stimulation with PMA//anti-CD28 antibody by MSD assay,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4699655,1,Scientific Literature,J Med Chem,2020,None,TIME = 1.0 hr,INHIBITOR,,2.5
CHEMBL4787356,,None,448.27,0,3.36,10,CO[C@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,IC50,'=',1800,nM,5.75,,,UO_0000065,12.82,0.26,2.38,4.63,0,CHEMBL4705924,Inhibition of MALT1 in human whole blood assessed as reduction in PMA//anti-CD28 antibody-induced IL2 level pre-incubated for 1 hrs before stimulation with PMA//anti-CD28 antibody by MSD assay,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4699655,1,Scientific Literature,J Med Chem,2020,None,TIME = 1.0 hr,INHIBITOR,,1.8
CHEMBL4784806,,None,398.78,0,4.56,3,CC(C)c1c(NC(=O)Nc2ccnc(C(F)(F)F)c2)cnc2cc(Cl)nn12,IC50,'=',370,nM,6.43,,,UO_0000065,16.13,0.33,1.87,7.64,0,CHEMBL4705923,Inhibition of MALT1 in PMA-stimulated human Jurkat T cells assessed as reduction in IL2 level pretreated for 30 mins followed by PMA-stimulation measured after 5.5 hr by human IL-2 promoter driven bioluminescence assay,B,BAO_0000221,tissue-based format,Homo sapiens,None,None,Jurkat,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4699655,1,Scientific Literature,J Med Chem,2020,None,TIME = 6.0 hr,INHIBITOR,,0.37
CHEMBL4789469,,None,455.88,0,4.53,26,COC(C)(C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2ccc(F)cc12,IC50,'=',35,nM,7.46,,,UO_0000065,16.36,0.32,2.93,6.98,0,CHEMBL4667669,Inhibition of MALT1 (unknown origin) by Glosensor reporter gene assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4665658,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,INHIBITOR,,0.035
CHEMBL4794268,,None,426.89,0,4.15,49,Cc1nc2c(C3CC3)c(NC(=O)Nc3cnc(-n4nccn4)c(Cl)c3)cnc2s1,IC50,'=',46,nM,7.34,,,UO_0000065,17.19,0.35,3.19,6.64,0,CHEMBL4667669,Inhibition of MALT1 (unknown origin) by Glosensor reporter gene assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4665658,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,INHIBITOR,,0.046
CHEMBL4759864,,None,458.71,0,4.58,8,Cc1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2ccc(Br)cc12,IC50,'=',160,nM,6.8,,,UO_0000065,14.82,0.33,2.22,6.96,0,CHEMBL4667669,Inhibition of MALT1 (unknown origin) by Glosensor reporter gene assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4665658,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,INHIBITOR,,0.16
CHEMBL4760571,,None,462.3,0,3.41,8,COC[C@@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,IC50,'=',2100,nM,5.68,,,UO_0000065,12.28,0.25,2.27,4.57,0,CHEMBL4705924,Inhibition of MALT1 in human whole blood assessed as reduction in PMA//anti-CD28 antibody-induced IL2 level pre-incubated for 1 hrs before stimulation with PMA//anti-CD28 antibody by MSD assay,B,BAO_0000221,tissue-based format,Homo sapiens,None,Blood,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4699655,1,Scientific Literature,J Med Chem,2020,None,TIME = 1.0 hr,INHIBITOR,,2.1
CHEMBL4745946,,None,432.28,0,3.78,4,CC(C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,IC50,'=',3,nM,8.52,,,UO_0000065,19.72,0.4,4.74,7.42,0,CHEMBL4705922,Inhibition of MALT1 (unknown origin) using Ac-Trp-Leu-Arg-Ser-Arg^Cys(PT14)-NH2 as substrate preincubated for 60 mins followed by substrate addition and measured after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4699655,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.0 hr,INHIBITOR,,0.003
CHEMBL4848582,,None,459.38,0,4.03,43,CN1CCC(O)CC1CNC(=O)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,IC50,'=',993,nM,6,,,UO_0000065,13.07,0.26,1.97,8.53,0,CHEMBL4818044,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4814035,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR,,0.993
CHEMBL4854452,,None,346.22,0,4.21,8,CNC(=O)c1cc(-c2ccc(Cl)cc2)n(-c2ccccc2Cl)n1,IC50,'>',25000,nM,,,,UO_0000065,,,,,0,CHEMBL4818044,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4814035,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,,,25
CHEMBL4876803,,None,329.76,0,3.69,13,CNC(=O)c1cc(-c2ccc(F)cc2)n(-c2ccc(Cl)cc2)n1,IC50,'>',25000,nM,,,,UO_0000065,,,,,0,CHEMBL4818044,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4814035,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,,,25
CHEMBL4868435,,None,453.35,0,3.13,35,CS(=O)(=O)NCCNC(=O)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,IC50,'=',4370,nM,5.36,,,UO_0000065,11.82,0.25,2.23,5.76,0,CHEMBL4818044,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4814035,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR,,4.37
CHEMBL3635000,,None,316.36,0,1.91,1h,CC(C)(C)OC(=O)NCCNC1=CC(=O)C(=O)c2ccccc21,IC50,'=',14900,nM,4.83,,,UO_0000065,15.26,0.29,2.92,5.71,0,CHEMBL3635348,Inhibition of MALT1 in human Jurkat cell lysate preincubated for 2 hrs followed by addition of 25 uM Ac-LRSR-AMC substrate for 3 hrs by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3632578,1,Scientific Literature,J Med Chem,2015,CHEMBL3307526,,,,14.9
CHEMBL3634994,,None,215.25,0,1.79,1b,CC(C)NC1=CC(=O)C(=O)c2ccccc21,IC50,'=',20400,nM,4.69,,,UO_0000065,21.79,0.4,2.9,10.16,0,CHEMBL3635348,Inhibition of MALT1 in human Jurkat cell lysate preincubated for 2 hrs followed by addition of 25 uM Ac-LRSR-AMC substrate for 3 hrs by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3632578,1,Scientific Literature,J Med Chem,2015,CHEMBL3307526,,,,20.4
CHEMBL4876960,,None,389.86,0,2.96,16,CNC(=O)c1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(Cl)cc2)n1,IC50,'>',25000,nM,,,,UO_0000065,,,,,0,CHEMBL4818044,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4814035,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,,,25
CHEMBL4853614,,None,431.32,0,3.56,44,O=C(NCC1COCCN1)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,IC50,'=',819,nM,6.09,,,UO_0000065,14.11,0.29,2.53,8.93,0,CHEMBL4818044,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4814035,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR,,0.819
CHEMBL4795308,,None,434.25,0,2.8,9,COCc1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,IC50,'=',18,nM,7.75,,,UO_0000065,17.83,0.36,4.94,6.24,0,CHEMBL4705922,Inhibition of MALT1 (unknown origin) using Ac-Trp-Leu-Arg-Ser-Arg^Cys(PT14)-NH2 as substrate preincubated for 60 mins followed by substrate addition and measured after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4699655,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.0 hr,INHIBITOR,,0.018
CHEMBL4748253,,None,448.27,0,3.36,11; MLT-985,CO[C@@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,IC50,'=',40,nM,7.4,,,UO_0000065,16.5,0.34,4.04,5.96,0,CHEMBL4705960,Inhibition of MALT1 in human OCILY3 cells by NF-kappaB reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,OCILY3,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4699655,1,Scientific Literature,J Med Chem,2020,None,,INHIBITOR,,0.04
CHEMBL4847280,,None,346.22,0,4.21,9,CNC(=O)c1cc(-c2cccc(Cl)c2)n(-c2ccc(Cl)cc2)n1,IC50,'>',25000,nM,,,,UO_0000065,,,,,0,CHEMBL4818044,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4814035,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,,,25
CHEMBL4849377,,None,249.7,0,2.1,5,CNC(=O)c1cc(-c2ccc(Cl)cc2)n(C)n1,IC50,'>',25000,nM,,,,UO_0000065,,,,,0,CHEMBL4818044,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4814035,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,,,25
CHEMBL4868040,,None,346.22,0,4.21,6,CNC(=O)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,IC50,'=',7010,nM,5.15,,,UO_0000065,14.89,0.31,0.94,10.99,0,CHEMBL4818044,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4814035,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR,,7.01
CHEMBL4851687,,None,342.79,0,2.96,22,CNC(=O)c1cc(-c2ccc(OC)nc2)n(-c2ccc(Cl)cc2)n1,IC50,'>',25000,nM,,,,UO_0000065,,,,,0,CHEMBL4818044,Inhibition of MALT1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4814035,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,,,25
